filename    filesize    num_reads   time
DN_V4S_Plate2_F11_m84250R1_241126_003500_s4.hifi_reads.fastq.gz 269M    5362234
CH_V3S_Plate3_A11_m84250R1_241126_003500_s4.hifi_reads.fastq.gz 270M    5376206
TH_V3G_Plate2_H3_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  270M    6452780
SC_V2G_Plate2_F2_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  276M    5648029
KE_V2S_Plate2_G7_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  279M    6764338
SC_V4G_Plate3_G8_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  280M    5780103
DN_V2L_Plate2_C1_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  282M    5778659
SC_V5S_Plate2_E3_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  282M    5590007
BH_V3S_Plate2_E11_m84250R1_241126_003500_s4.hifi_reads.fastq.gz 284M    5656834
CH_V4B_Plate2_H5_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  293M    5954229
DS_V1B_Plate3_E10_m84250R1_241126_003500_s4.hifi_reads.fastq.gz 297M    6128194
CH_V3S_Plate2_A11_m84250R1_241126_003500_s4.hifi_reads.fastq.gz 299M    6080314
SC_V5L_Plate3_F5_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  301M    6002305
SC_V10B_Plate2_E2_m84250R1_241126_003500_s4.hifi_reads.fastq.gz 306M    6216912
WH_V3L_Plate1_F2_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  310M    8149048
KE_V1L_Plate3_G12_m84250R1_241126_003500_s4.hifi_reads.fastq.gz 312M    6453794
EY_V4L_Plate4_E8_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  313M    7933140
TV_V5B_Plate2_B6_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  317M    6533750
EY_V5B_Plate2_C6_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  318M    6507535
DS_V1B_Plate2_E10_m84250R1_241126_003500_s4.hifi_reads.fastq.gz 321M    6606527
BK_V1B_Plate3_H6_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  323M    6646510
PC_V4B_Plate2_G3_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  325M    6691283
KE_V9B_Plate2_D1_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  328M    6697721
KE_V2L_Plate2_B11_m84250R1_241126_003500_s4.hifi_reads.fastq.gz 329M    6672857
EY_V3B_Plate2_A1_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  330M    6620862
WH_V1B_Plate2_D11_m84250R1_241126_003500_s4.hifi_reads.fastq.gz 332M    6735163
SC_V8B_Plate3_E5_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  335M    6721543
BK_V2S_Plate2_A4_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  344M    6828475
SC_V10G_Plate3_E4_m84250R1_241126_003500_s4.hifi_reads.fastq.gz 345M    6897010
DN_V1B_Plate2_H1_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  346M    6915811
TV_V2G_Plate2_B2_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  347M    7107966
CB_V2B_Plate2_A8_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  348M    7093473
RE_V1B_Plate1_E3_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  348M    7006472
TV_V3B_Plate2_C8_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  350M    7213599
SC_V5B_Plate2_H2_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  351M    8238526
CH_V4B_Plate3_H5_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  353M    7214672
KE_V8S_Plate3_F6_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  354M    7312127
DS_V2S_Plate3_G1_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  355M    7291216
CH_V5B_Plate2_B1_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  362M    7438052
SC_V10B_Plate3_E2_m84250R1_241126_003500_s4.hifi_reads.fastq.gz 363M    7408745
SC_V7L_Plate2_B7_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  365M    7480308
DN_T1_Plate4_A5_m84250R1_241126_003500_s4.hifi_reads.fastq.gz   368M    8024082
BK_V4G_Plate3_B10_m84250R1_241126_003500_s4.hifi_reads.fastq.gz 369M    7357037
SC_V10S_Plate2_E1_m84250R1_241126_003500_s4.hifi_reads.fastq.gz 370M    7367853
SC_V6S_Plate3_G5_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  371M    7642220
BK_V4S_Plate1_A4_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  376M    7772130
SC_V6L_Plate2_E6_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  376M    7726024
KE_V3G_Plate3_E8_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  378M    7789851
SC_V7S_Plate3_H10_m84250R1_241126_003500_s4.hifi_reads.fastq.gz 378M    7662881
DN_V1L_Plate2_C10_m84250R1_241126_003500_s4.hifi_reads.fastq.gz 380M    7689957
SC_V5L_Plate2_F5_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  386M    7906094
BK_V3S_Plate1_B8_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  388M    8055329
RE_T1_Plate4_B3_m84250R1_241126_003500_s4.hifi_reads.fastq.gz   390M    8033179
SC_V10L_Plate3_E7_m84250R1_241126_003500_s4.hifi_reads.fastq.gz 391M    8101243
DS_V2G_Plate2_C3_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  397M    7830358
TH_V5L_Plate2_A9_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  397M    8069861
SC_V10S_Plate3_E1_m84250R1_241126_003500_s4.hifi_reads.fastq.gz 400M    8009258
KE_V3B_Plate1_A10_m84250R1_241126_003500_s4.hifi_reads.fastq.gz 405M    8060167
TH_V1B_Plate1_C8_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  409M    8168888
BK_V3B_Plate2_B9_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  410M    8318387
DS_V3L_Plate2_E9_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  416M    8285160
RE_V2B_Plate3_G4_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  416M    8512944
AB_V2B_Plate3_D12_m84250R1_241126_003500_s4.hifi_reads.fastq.gz 416M    8275704
BH_V3S_Plate3_E11_m84250R1_241126_003500_s4.hifi_reads.fastq.gz 421M    8634069
DS_V4S_Plate3_H8_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  429M    8764062
PC_T1_Plate4_B1_m84250R1_241126_003500_s4.hifi_reads.fastq.gz   430M    9427971
SC_V9S_Plate3_D2_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  430M    8803960
TH_T3_Plate4_B7_m84250R1_241126_003500_s4.hifi_reads.fastq.gz   432M    8408542
BH_HORN_Plate3_F3_m84250R1_241126_003500_s4.hifi_reads.fastq.gz 434M    8705153
WH_V4S_Plate1_E5_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  444M    9139020
DN_V2S_Plate3_D4_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  451M    9234510
CH_V5S_Plate1_A12_m84250R1_241126_003500_s4.hifi_reads.fastq.gz 460M    9394592
SC_V2G_Plate3_F2_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  462M    9501210
SC_V1G_Plate1_E4_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  479M    9909969
CH_V1S_Plate1_A5_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  484M    9999312
KE_V4S_Plate3_H11_m84250R1_241126_003500_s4.hifi_reads.fastq.gz 484M    9643453
DS_T1_Plate4_A7_m84250R1_241126_003500_s4.hifi_reads.fastq.gz   486M    10695966
CB_V1S_Plate1_C1_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  491M    10205864
EY_V2S_Plate3_F7_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  499M    10067025
EY_V4S_Plate1_A6_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  505M    10398979
TH_V4B_Plate1_A7_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  508M    10204991
AB_V5S_Plate1_A1_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  511M    10514386
TH_V5G_Plate1_E6_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  515M    10598733
CB_V4S_Plate1_D3_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  518M    10720688
KE_V9S_Plate1_C5_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  528M    10978199
AB_V4S_Plate1_E1_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  541M    11144330
SC_V3S_Plate1_B5_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  554M    11317882
BH_V1B_Plate4_F12_m84250R1_241126_003500_s4.hifi_reads.fastq.gz 567M    11390051
TH_V5S_Plate1_A2_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  571M    11663327
SC_V1L_Plate1_H6_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  573M    13579224
RE_V3S_Plate1_E2_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  574M    11745069
RE_V2S_Plate1_B9_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  576M    11863427
TH_V2S_Plate1_E7_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  578M    11848787
CB_V2S_Plate1_B10_m84250R1_241126_003500_s4.hifi_reads.fastq.gz 599M    12373120
KE_V10S_Plate1_C2_m84250R1_241126_003500_s4.hifi_reads.fastq.gz 600M    12372883
SC_V2S_Plate4_D12_m84250R1_241126_003500_s4.hifi_reads.fastq.gz 604M    12460714
TH_V5B_Plate4_D7_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  615M    12424792
BH_HORNs_Plate4_D9_m84250R1_241126_003500_s4.hifi_reads.fastq.gz        623M    12837899
KE_V4B_Plate1_B1_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  660M    13236995
WH_V2B_Plate1_C11_m84250R1_241126_003500_s4.hifi_reads.fastq.gz 663M    13244157
RE_V5S_Plate1_C9_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  664M    13593364
KE_V3S_Plate4_D11_m84250R1_241126_003500_s4.hifi_reads.fastq.gz 700M    14497539
PC_V2B_Plate1_C7_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  705M    14159692
SC_V4S_Plate4_D5_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  706M    14534668
CH_V2S_Plate4_C9_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  738M    15190399
TV_V4S_Plate4_D6_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  826M    16966783
TV_V1S_Plate4_C7_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  840M    17277814
CB_V1B_Plate4_F6_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  854M    17246859
AB_V1B_Plate4_F7_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  865M    17551714
EY_V4B_Plate4_C5_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  946M    19126251
AB_V1S_Plate4_D8_m84250R1_241126_003500_s4.hifi_reads.fastq.gz  1.1G    22622913
